index,slang_word,correct_word
1373,amoba,amba
1374,gantinya,ganting
1375,maeh,maem
1376,gituin,getun
1377,merrka,mereka
1378,choko,coko
1379,guee,gude
1380,gasih,gajih
1381,polosnya,
1382,ngana,ngada
1383,panitianya,
1384,remukan,rembukan
1385,cieeeee,
1386,sesnsitif,sensitif
1387,anyibggggg,
1388,paranin,parafin
1389,ciyeeeee,
1390,jd,j
1391,diajak,diagak
1392,october,oktober
1393,bnjir,bajir
1394,haryati,hayati
1395,stunter,santer
1396,ready,rad.
1397,ingt,inga
1398,eluu,elu
1399,pnggungg,panggung
1400,part,par
1401,morosot,merosot
1402,metuek,meduk
1403,janjian,jangian
1404,ujung2kna,
1405,liatnye,
1406,ibaye,iba
1407,kumainin,kumaian
1408,ngmgin,
1409,gantenggggg,
1410,handeh,handel
1411,bling2,baing
1412,koun,koan
1413,react,rat
1414,sayamst,sayat
1415,meming,meling
1416,iii,ibi
1417,bukunya,bukung
1418,kelassss,
1419,puasila,papila
1420,ulahnya,
1421,kono,kano
1422,pahamkan,pahatan
1423,nepy,napi
1424,enthralling,
1425,1900,
1426,micrphone,
1427,naell,nabil
1428,lngsung,langsung
1429,filsuff,filsuf
1430,menjelakan,menjalakan
1431,tebala,tebal
1432,ngecatcalling,
1433,lope,lepe
1434,mngacaukan,mengacaukan
1435,cukuplah,cukupan
1436,vapor,vados
1437,bayang2in,bayangan
1438,kebawah,ke bawah
1439,setipa,setia
1440,43,
1441,peradabannya,
1442,mita,mata
1443,diuoload,
1444,woke,wok
1445,pelecahan,pelecehan
1446,maju2,maju
1447,kputsan,kepuasan
1448,membelamu,membelam
1449,turuunn,turun
1450,benr,bena
1451,habibie,habibi
1452,termegah,tercegah
1453,habuster,hamster
1454,beww,bawa
1455,memposting,memosting
1456,yutubnya,
1457,subrekkk,
1458,pempeknya,
1459,tahuj,tahu
1460,kakk,kak
1461,jenisnya,
1462,nugroho,nugraha
1463,kebruntungan,keberuntungan
1464,samsudin,salsugin
1465,konen,komen
1466,brow,bkow
1467,bakatmu,bakam
1468,bangkitnya,
1469,nurul,nuzul
1470,video2nya,
1471,besarkan,besaran
1472,sbenarnya,sebenarnya
1473,hitut,hasut
1474,rendng,renang
1475,pikirin,pikiran
1476,gaah,gaat
1477,gengs,geng
1478,dancuk,danguk
1479,ditungu,datung
1480,puaaas,padas
1481,iswandi,islandia
1482,bolehh,boleh
1483,anjayyyyy,
1484,ngsi,nasi
1485,scroll,
1486,ikih,ikip
1487,dut42,duta
1488,sectionnya,
1489,ruda,rada
1490,trlalu,terlalu
1491,bereset,beraset
1492,tahaannn,tahanan
1493,apapun,adapun
1494,ngent00t,
1495,gntug,gantung
1496,cengelmu,
1497,aesar,ansar
1498,lawaknya,layaknya
1499,dicariin,
1500,berkurangnya,
1501,merubah,merbah
1502,podcase,
1503,kzl,kal
1504,ndalika77,
1505,suneo,sando
1506,vicky,
1507,pertanggungjawabkan,pertanggungjawaban
1508,6t,
1509,88membawa,
1510,pilen,palen
1511,maii,madi
1512,wot,wet
1513,terharuuuu,
1514,389,
1515,amolop,amplop
1516,jeut,jelut
1517,jau,jab
1518,astaghfirullaah,astagfirullah
1519,beau,bau
1520,gentle,gente
1521,chatez,catek
1522,dmana,dana
1523,cahayu,cahaya
1524,bapamu,baawu
1525,terlewatkan,terledakkan
1526,deeeek,dedek
1527,mareh,marah
1528,58x,
1529,jittrt,
1530,pembully,pembual
1531,plcgss9qbd8,
1532,triknya,trikoma
1533,vidioin,vidikon
1534,ngebak,ngabat
1535,ekslusif,eksklusif
1536,auratnya,
1537,acil,aci
1538,anter,alter
1539,hassan,hasan
1540,jarene,jalen
1541,tanem,tanam
1542,dach,dah
1543,nurut,nunut
1544,serudug,seruduk
1545,cangkemme,
1546,belle,bele
1547,diolah,dilah
1548,ngakat,ngabat
1549,dilontarkan,
1550,ngelihatin,
1551,take,tabe
1552,jauhan,jahan
1553,ganta,gana
1554,2005,
1555,langsng,langsang
1556,pencarianki,pencarian
1557,kanuragan,
1558,instrukturnya,
1559,terciduknya,
1560,harassed,
1561,pedee,pedek
1562,pintarmu,pintar
1563,kelaperan,kelaparan
1564,ngelawan,nelayan
1565,adap2x,adapun
1566,gasiee,gasing
1567,tii,tai
1568,100012,
1569,univ2,uni
1570,berpa,bera
1571,mrasakan,masakan
1572,kaleuh,kalah
1573,sempitt,sempit
1574,cantippp,
1575,klepek,kelepek
1576,aveh,aceh
1577,diratakan,
1578,paragoy,paragog
1579,repost,repot
1580,teknologia,teknologi
1581,dijemput,
1582,mempersilahkan,mempersalahkan
1583,seramai,serabai
1584,oknumny,oknum
1585,enakmu,enak
1586,giurissssss,
1587,savesafeeadanadiknya,
1588,hiper,hiper-
1589,tikungsih,
1590,mbcccc,
1591,kenapaaaa,
1592,alamatny,alamat
1593,feel,faal
1594,subscribe,
1595,gedee,gede
1596,pajah,padah
1597,lovesall,
1598,koncone,kencong
1599,lend,lena
1600,ajja,aja
1601,sedekahkan,sedekapan
1602,genek,gecek
1603,jakrta,jakarta
1604,gusdur,guspur
1605,sub,sgb
1606,hiburannya,
1607,awoakawoak,
1608,kaz,ka
1609,tbl,tal
1610,artikelnya,
1611,wakaka,walaka
1612,duitan,daidan
1613,jlt,jet
1614,ngmong,ngeong
1615,deket2,debet
1616,bayangannya,
1617,org2nya,organda
1618,uyuono,uyung
1619,wonyoung,
1620,jadilonte,
1621,inoen,inden
1622,gkbusa,gabuka
1623,lgsh,lah
1624,hemmm,hamam
1625,parahbbahas,
1626,satt,saat
1627,nafisa,nafas
1628,segerrrrr,
1629,bmi,bai
1630,sirotol,sirkol
1631,146,
1632,bule2,bule
1633,jeret,jeget
1634,wkkwwkwkwk,
1635,kluarr,keluar
1636,sepuas,sekuas
1637,lebarann,lebaran
1638,hayalan,hafalan
1639,belih,bedih
1640,auretta,areta
1641,bokeb,bokeh
1642,ferdy,fery
1643,yeuh,yah
1644,arcamanik,
1645,ngeplak,ngelok
1646,kuguncang,
1647,estes,ester
1648,igin,iain
1649,ngejlebb,
1650,sok2an,sekaan
1651,fak,fa
1652,repeat,repet
1653,pmrintah,perintah
1654,syifa,syiwa
1655,kakdoanya,
1656,joos,jotos
1657,dkompilasi,
1658,caesar,cabar
1659,et6uz,
1660,sey,say
1661,deg2an,degan
1662,iiiih,idiil
1663,adine,ading
1664,menajubkan,menakjubkan
1665,superego,
1666,pripun,pikun
1667,cuyyy,
1668,gmpangan,gampangan
1669,bedaa,beda
1670,awpro66,
1671,andrian,andaian
1672,ngerasa,neraca
1673,beratmu,baratu
1674,tizin,tajin
1675,fix,fi
1676,ngeliattt,
1677,alazim2,alarima
1678,hileud,hilau
1679,propivinsi,propinsi
1680,klakuannya,
1681,imanmu,imam
1682,sukuna,sukun
1683,nurun,namun
1684,ternyaya,ternyana
1685,brhsil,brasil
1686,rme2,rame
1687,terungkapnya,
1688,depanku,depak
1689,cawe2,cabe
1690,anehh,aneh
1691,clovi,coli
1692,tkmau,tajau
1693,nilaii,nilai
1694,nyebut,ngebut
1695,5jarinya,
1696,digali,dadali
1697,ditambang,ditimang
1698,dinam,diam
1699,dipasangkan,dilayangkan
1700,keluhin,keluhan
1701,sebelah2,sebelah
1702,peletnya,pelebaya
1703,maksutnya,
1704,spongebob,
1705,lovve,love
1706,hubunganya,hubungan
1707,bgs2,bas
1708,bukansolusi,
1709,nica,nia
1710,madrid,madi
1711,cocotee,
1712,kyknyaaa,
1713,valiidd,valid
1714,memd,mem-
1715,discipline,disiplin
1716,disertai,disertasi
1717,padheeer,
1718,ads,abs
1719,bloeong,blotong
1720,yunanda,yanda
1721,giss,gips
1722,tegaan,tegahan
1723,padhal,padahal
1724,nr,n
1725,sfx,s
1726,orangtua,orang tua
1727,kelimat,kalimat
1728,suange,suang
1729,dihina2,dahina
1730,ngeriii,ngeri
1731,stongger,sangger
1732,pernar,pernah
1733,nete,net
1734,spangbang,sanggang
1735,diparodiin,
1736,ngarah,ngarai
1737,membernya,
1738,cklat,celat
1739,nggajadi,
1740,mikir,milir
1741,pertanyaanya,pertanyaan
1742,tunggangi,tungganai
1743,might,magha
1744,wanakir,walakhir
1745,giler,geler
1746,anjjj,anja
1747,gadaikan,gadaian
1748,perusahaan2,perusahaan
1749,ohhhhhh,
1750,done,dane
1751,sbenernya,sebenarnya
1752,promote,procot
1753,cbl,cal
1754,menghargainya,
1755,slruup,seraup
1756,55c,
1757,killer,kelder
1758,malab,maab
1759,moat,mat
1760,apee,ape
1761,aah,aa
1762,uzakta,
1763,paksakan,paksaan
1764,kmbr,kmb
1765,keringetan,keringatan
1766,nnti,nanti
1767,cuyyyyyyyyuu,
1768,bangs4t,bangsat
1769,kwkw,kak
1770,kmnaa,kaa
1771,teruntuhkan,
1772,konsistennya,
1773,rek2,rek
1774,ngemix,ngeri
1775,hulk,hulu
1776,wallahualambissowab,wallahualam bissawab
1777,ngutang,natang
1778,husnulhotimah,husnulkhatimah
1779,kirakira,kira-kira
1780,ditemeninnya,
1781,etrowin,etiolin
1782,hidupppp,
1783,sedihhh,sedih
1784,biadap,biadab
1785,meneee,manee
1786,hztei3ulfay,
1787,skalian,sekalian
1788,panglimanya,
1789,cangkeme,cangkel
1790,dosaaa,disapa
1791,mukidul,
1792,turunkan,turunan
1793,dior,diar
1794,aljaitun,
1795,mngkilat,mengkilat
1796,pancak,pacak
1797,komenannya,
1798,sugeng,suceng
1799,seyum,sebum
1800,okey,oke
1801,t0l0l,tolol
1802,kanakan,kawakan
1803,skketer,sekeber
1804,yeopchagi,
1805,kayes,kades
1806,klarivikasi,klarifikasi
1807,bsbsnya,
1808,sich,siah
1809,tiqtiq,tintir
1810,pkss,paes
1811,dimengerti,
1812,victor,vektor
1813,tya,ta
1814,imbangin,imbangan
1815,ngeatif,naratif
1816,mimpiin,mimpian
1817,termyl,termal
1818,sherlok,seelok
1819,smbil,sabil
1820,collet,colet
1821,nelan,naban
1822,disamping,damping
1823,dengn,denen
1824,around,aloun
1825,ummmmmaaaahhh,
1826,diingetin,
1827,konaha,kanada
1828,meninggl,meninggal
1829,consider,
1830,apasii,abasia
1831,lebih2,lebih
1832,kapalnya,
1833,meeeeyt,
1834,keplayon,kelayan
1835,mles,mes
1836,1studio,
1837,konoha,kinoa
1838,check,caek
1839,baswedan,bawean
1840,klhatn,kahan
1841,omggg,omega
1842,sayaangnya,
1843,perbuatannya,
1844,gulaa,gula
1845,menyerahh,menyerah
1846,peluknya,
1847,panonn,pagon
1848,mobilnya,
1849,bucat,buat
1850,nyemangatin,
1851,diolok,dolok
1852,muljom,maljum
1853,punyanya,penanya
1854,wi,w
1855,gendengo,gendeng
1856,bngatt,bagat
1857,way,wa
1858,benersih,bekersik
1859,cihh,cih
1860,plisssssssssss,
1861,kroni2nya,
1862,3an,
1863,bocilnya,
1864,bungkusnya,
1865,tba,ta
1866,gapain,gapai
1867,segesit,seget
1868,jugun,junun
1869,hahahah,hadanah
1870,123,
1871,deep,dep
1872,masalalu,masa lalu
1873,sajaa,saja
1874,dianut,danu
1875,rumahnya,rumania
1876,smpah,sampah
1877,didewasakan,
1878,acheh,aceh
1879,tolnya,tanya
1880,igor,igora
1881,dulunya,duhuna
1882,pembaik,pembalik
1883,beliauu,beliau
1884,tido,tado
1885,obang,obeng
1886,jancooook,
1887,tetanggaan,tetangga
1888,dwipa,dipa
1889,orang2,orang
1890,irresistible,
1891,kakany,kakang
1892,dihiburr,
1893,lta,la
1894,pildun,paldu
1895,nyelesain,
1896,sahulika,
1897,jangung,jagung
1898,aminnnnn,
1899,tembar,tambar
1900,ahmadyani,
1901,iss,ips
1902,koplak,keplak
1903,1h,
1904,ajirrrr,
1905,eea,eeg
1906,colu,coli
1907,ealahh,
1908,berulahh,berulah
1909,danimuljem,
1910,takdirin,takbiran
1911,jaim,jail
1912,kbanyang,kanang
1913,koentji,kenti
1914,pmndgnya,
1915,assiiik,
1916,jeung,jebung
1917,dianal,dabal
1918,begitulah,begituan
1919,aph,adh
1920,diderita,derita
1921,kpopopers,
1922,mushroom,
1923,alajim,aaji
1924,sebenernya,sebenarnya
1925,caer,caek
1926,boykot,boikot
1927,obafemi,
1928,fllws,flaks
1929,deli,del
1930,imponya,
1931,redflag,
1932,viralin,valin
1933,pakeyan,paketan
1934,semogah,semoga
1935,hannn,hafen
1936,part10,partai
1937,mengcolab,mengolah
1938,shaf,saf
1939,k9ndom,kondom
1940,ditempat,ditimpa
1941,ignis,iblis
1942,zakeisha05,
1943,dikaji,dikati
1944,taukk,tauke
1945,gilaaaa,gilapan
1946,statementnya,
1947,bkan,ban
1948,menyushkan,menyusahkan
1949,dur22,dur
1950,itemm,item
1951,sdhhh,sahih
1952,rabb,rab
1953,kader2,kader
1954,sburicber,
1955,laee,lace
1956,balaslah,balagah
1957,emangg,emang
1958,dihati,dikati
1959,tidor,tidore
1960,keduamu,kedabu
1961,grafer,gafer
1962,gn,g
1963,mercyyy,
1964,khiraku,kirau
1965,serebu,selebu
1966,penghianatan,pengkhianatan
1967,untk,unak
1968,ayang,abang
1969,surat2,surat
1970,digodain,
1971,ewwe,ehe
1972,tiati,titi
1973,trkorup,
1974,160,
1975,dekett,debet
1976,brtemu,bertemu
1977,hamidun,halimun
1978,instruksikan,
1979,talpot,taleot
1980,angpaonya,
1981,swt,sat
1982,digua,digul
1983,convirti,
1984,jariyahnya,
1985,diperkatakan,diperdanakan
1986,dipinjamkan,
1987,kadian,kadin
1988,bapaq,bapa
1989,authority,
1990,oldmoney,
1991,looo,logo
1992,sumatrra,sumatera
1993,kolonialpulau,
1994,hahahhaah,
1995,dikendalikan,
1996,adminya,adanya
1997,forex,fores
1998,dimiliki,
1999,jom,jam
2000,digigit,digit
2001,udag,uda
2002,sibuuuk,sibusuk
2003,seeee,sebe
2004,anjaaaay,
2005,rungkatt,rungkai
2006,galmove,
2007,sefrekuensi,
2008,roomtour,
2009,20km,
2010,calling,caling
2011,zadiz,zabib
2012,radiant,radian
2013,cantiiikkk,
2014,nyimpen,
2015,coooo,cobo
2016,hr,h
2017,truss,trusa
2018,theory,teori
2019,berkasnya,beranya
2020,jama,jaba
2021,menghaibkan,mengaibkan
2022,digagalkan,
2023,masbrew,
2024,kembare,kembar
2025,acehku,aceh
2026,lihat2,lihat
2027,1th,
2028,boc,bcc
2029,tuo,tao
2030,vd,v
2031,bukany,bukan
2032,riwayatmu,riwayat
2033,ratauu,racau
2034,dipadu,dadu
2035,163cm,
2036,renata,regata
2037,segerrrr,
2038,romildo,
2039,inal,igal
2040,once,oncek
2041,gapinter,
2042,seasia,seasin
2043,nantik,nanti
2044,duem,dem
2045,badhokan,bacokan
2046,oten,open
2047,patatap2,
2048,ewwwe,
2049,minyaknya,menyanya
2050,xwonnn,
2051,isti,inti
2052,jirttt,jirat
2053,atik,acik
2054,senengya,semengga
2055,cocook,cocok
2056,selsai,selai
2057,dul,dal
2058,cooll,call
2059,kontil,kantil
2060,celens,celeng
2061,ediv,edit
2062,sempaknya,seenaknya
2063,soqlnya,
2064,muu,mau
2065,daina,dahina
2066,777,
2067,prioritaskan,
2068,atmaja,aimala
2069,simerah,samrah
2070,tololnya,
2071,already,
2072,mguntungkan,memuntungkan
2073,org,ong
2074,jesicca,
2075,cemburunya,
2076,peofesi,profesi
2077,menyikapinya,
2078,dipukulin,
2079,wiiiii,
2080,xixixixi,
2081,ygau,ya
2082,hndal,hadal
2083,loveee,lotere
2084,bengke,bangke
2085,ngeflog,ngelok
2086,cape2,cape
2087,penumpangnya,
2088,gogh,goah
2089,frent,front
2090,veyru,ver
2091,uuuuuuuuuuuuuu,
2092,tm,t
2093,karokean,karoten
2094,adodo,abobo
2095,offline,offside
2096,alpha,aloha
2097,lurdd,ludo
2098,sendekno,sendeng
2099,sni,sai
2100,mmek,mek
2101,kemane,kemang
2102,boxi,bodi
2103,seriuskah,
2104,siapaaaa,
2105,capek2,capek
2106,watched,
2107,gelisaaaa,
2108,perempua,perempuan
2109,freshman,
2110,push,psh
2111,mugkin,mungkin
2112,service,serve
2113,haduh,habuk
2114,masaa,masa
2115,eli,ebi
2116,heeeeey,
2117,bym,bam
2118,diperlakukan,
2119,jon,jin
2120,milyaaarrr,
2121,tersingkirkan,terpinggirkan
2122,nikmatinya,
2123,solichin,
2124,favoritku,favorit
2125,rekomended,
2126,simple,simile
2127,mommy,momen
2128,bungul,bengul
2129,titok,tiktok
2130,ragiee,rabies
2131,dihimbau,
2132,keturunanmu,keturunan
2133,ikrarkan,
2134,maklo,makao
2135,salutin,salatin
2136,center,cente
2137,ew3,e
2138,tpis,tais
2139,beritanya,bertanya
2140,ywdh,yad
2141,ngebantai,
2142,gaceng,gacong
2143,collap,cilap
2144,wife,wide
2145,lolot,locot
2146,safeeeeeaaa,
2147,baik153,
2148,karasa,kalasa
2149,jadikn,jadian
2150,ayu18,ayu
2151,k11,k
2152,bilang2,bilang
2153,property,properti
2154,montox,montok
2155,ndir,nadir
2156,pcahan,pecahan
2157,000,
2158,ngilerr,ngiler
2159,melegeng,melereng
2160,ramadoni,ramadan
2161,bob2,bob
2162,ributin,rebutan
2163,sempurn,sempur
2164,alakatirtir,
2165,ajarkan,ajakan
2166,susah2,susah
2167,jaehyuk,
2168,maca,maba
2169,disna,diska
2170,raumummm,
2171,shipperrrrr,
2172,mangkannya,mangkanya
2173,nyuguhin,
2174,cantikya,cantik
2175,iiihh,ihh
2176,jenengku,jenangau
2177,dibikin,didikan
2178,rukusss,
2179,nyaa,nyah
2180,bacotnya,
2181,bnagkeee,
2182,kasihann,kasihan
2183,cuih,cih
2184,terimo,teriko
2185,massimo,maksim
2186,signal,sial
2187,karek,kacek
2188,eximerr,
2189,pkai,pai
2190,milikk,milik
2191,penjelasannya,
2192,dikali,dikati
2193,fitnah2,fitnah
2194,kohhh,kobah
2195,fizah,fidah
2196,pesonamu,pesenam
2197,maati,majati
2198,bell,bel
2199,ngolak,ngalas
2200,simsim,samsam
2201,vokep,vocer
2202,ttupi,tampi
2203,fadhilah,fadilah
2204,syafi,safi
2205,mat0,mat
2206,pakaiin,pakaian
2207,kelasssss,
2208,matab,maab
2209,wkwkkwk,
2210,niker,niger
2211,kuncinya,
2212,akuu,aku
2213,sbaiknya,sebaiknya
2214,pejabat2nya,
2215,ishakan,injakan
2216,fens,fena
2217,ksong,keong
2218,jameela,
2219,diett,diet
2220,nailart,nalar
2221,susbscribe,
2222,sedapp,sedap
2223,sejiji,seisi
2224,musk,muak
2225,mostly,moster
2226,content,conteng
2227,ajalah,adalah
2228,vidionya,
2229,drajat,derajat
2230,cuawww,
2231,tcoyyy,
2232,ingetnya,
2233,kencengin,kenceng
2234,diosa,diksa
2235,uenakkk,
2236,motifator,motivator
2237,4m,
2238,yahhh,yacht
2239,minang,menang
2240,omru,ompu
2241,krunya,kanya
2242,kloh,klon
2243,aloh,agoh
2244,tdur,taur
2245,benfica,
2246,bobogahana,
2247,ksrin,kabin
2248,ttap,tap
2249,siii,sibi
2250,songkolooo,songkolo
2251,helloooo,
2252,dengr,denar
2253,filipinas,filipina
2254,wikwikqik,
2255,alasn,alaan
2256,aaauu,aau
2257,yoi,yai
2258,terpuruuk,terpuruk
2259,sdmnya,sanya
2260,togean,togan
2261,gogel,goel
2262,pisaaaaah,
2263,psl,pal
2264,hatinya,hanya
2265,orang2nya,
2266,avvv,anev
2267,cw,c
2268,trmsk,tamak
2269,bljr,blur
2270,adembangett,
2271,56c,
2272,lebayy,lebay
2273,johnson,jonson
2274,you,yog
2275,2jta,
2276,ales,alas
2277,kentot,kento
2278,jar4d,jagad
2279,pig,pg
2280,jahadmu,jaharu
2281,yarobbi,
2282,gaskan,gasakan
2283,cuangkeme,
2284,kat2,kata
2285,teenagers,
2286,ntap,na
2287,kelanjutannya,
2288,yar,ya
2289,rahn,rahu
2290,pojokan,pocokan
2291,ngeharap,
2292,inisih,inisial
2293,ayooo,abobo
2294,goodloking,
2295,nickname,
2296,1jt,
2297,pw,p
2298,rajiun,rajin
2299,owalah,oalah
2300,mlebu,malabu
2301,pentilny,pentil
2302,dw,d
2303,mochi,moci
2304,wassalamu,wassalam
2305,jirlah,jilah
2306,nyembah2,
2307,tebukak,tebukan
2308,mhasiwa,mahasiswa
2309,dicairkan,
2310,ajarkita,
2311,lelakinya,
2312,kkk,kak
2313,belajarlah,
2314,masum,maksum
2315,kmpurnaan,kepurbaan
2316,keu,kau
2317,ajeeee,
2318,palato,palat
2319,boe,be
2320,prna,pana
2321,disurabaya,
2322,sasshs,sasis
2323,sok2,sok
2324,dongkk,dongak
2325,pribadinya,
2326,bagusw,bagus
2327,1mnit,
2328,drak,derak
2329,aoakaowk,
2330,koreksinya,
2331,bebasnya,beranya
2332,malunyo,malun
2333,hahaah,hadanah
2334,boobs,bob
2335,kidding,kidang
2336,dicintai,
2337,010,
2338,27,
2339,keterima,
2340,ditemani,ditimang
2341,elek,ebek
2342,jiess,jipsi
2343,dipihak,
2344,shahihul,
2345,animasinya,
2346,20s,
2347,cepett,celetu
2348,dikubur,dibusur
2349,186,
2350,terangsanglah,
2351,bangv,bang
2352,bacott,bacot
2353,lahk,lah
2354,nikahan,nikah
2355,gaktuh,gaduh
2356,ngapesik,
2357,bangettttt,
2358,hahahahahaha,
2359,35,
2360,100016,
2361,gorgeous,
2362,sebelumnya,sebetulnya
2363,camkan,cabikan
2364,loveesex48kisscmy,
2365,aoqqkqok,
2366,daripda,daripada
2367,weeeeee,
2368,diratukan,
2369,azzaa,adzab
2370,4bln,
2371,dialah,dialas
2372,mmte,mate
2373,hti2,hti
2374,nilailah,
2375,taunnn,tabunan
2376,iloveyou,
2377,arap,abap
2378,diperlihatkan,
2379,ngemut,ngebut
2380,nonjol,nongol
2381,ikin,iain
2382,siga,saga
2383,sesindonesia,
2384,ckckckckck,
2385,buatlah,balah
2386,fooly,foil
2387,berbobotnya,
2388,uuuuy,
2389,memilik,memilih
2390,browsing,
2391,diaspal,dampal
2392,indri,indai
2393,jimin,jamin
2394,padjajaran,pejajaran
2395,prot,peot
2396,udah,ubah
2397,atut,abut
2398,knya,kanya
2399,sape,sage
2400,achc,acc
2401,xbaik,xerik
2402,yaaaahh,
2403,dilawan,dilatan
2404,siapp,siap
2405,menyam,mendam
2406,ook,ogok
2407,bossku9,
2408,iq78,iqra
2409,levelmu,level
2410,kebangun,kebang
2411,linx,lin
2412,yahj,yah
2413,terdzolimi,terzalimi
2414,gilho2,
2415,oct,opt
2416,wutahhh,
2417,holyyyy,
2418,potensi2,potensi
2419,shinga,singa
2420,evening,
2421,mlarat,melarat
2422,st,s
2423,nyinte,nyit
2424,podcast2,
2425,diterimanya,
2426,carissa,
2427,belasengkawa,belasungkawa
2428,mase,mace
2429,handstand,
2430,jmpa,jepa
2431,skuyy,skuad
2432,penganguran,pengangguran
2433,bgg,bbg
2434,ancen,aben
2435,colap,cilap
2436,cuuuuk,cubluk
2437,titanoboa,
2438,extrem,ekstrem
2439,buruknya,
2440,goodjob,
2441,tengtop,tenggok
2442,40,
2443,jamelun,
2444,kegila,kebil
2445,ngong,ngeong
2446,jefri,jeri
2447,yekaann,
2448,sweetest,
2449,ngebela,nebula
2450,dimanaki,
2451,noire,nabire
2452,wajab,waja
2453,jufri,juri
2454,fara,fafa
2455,nemuin,namun
2456,mapp,map
2457,hanyingggggg,
2458,ngejelekin,
2459,ijeh,ibah
2460,eker,ecer
2461,suaranye,suarang
2462,piliin,pilin
2463,dangerous,
2464,dijauhin,
2465,insec,insek
2466,gelapp,gelap
2467,makyusz,maknyus
2468,jagoo,jago
2469,ditanggepin,
2470,oendeta,
2471,rhma,rama
2472,yeagar,yangar
2473,50m,
2474,200125,
2475,maann,maab
2476,kabulusan,kaduluran
2477,diraup,derap
2478,gimnaa,gimana
2479,sklii,salai
2480,bantukami,
2481,ngamok,ngalo
2482,hancurkan,hancuran
2483,specific,spesifik
2484,lawakk,lawak
2485,haaaay,
2486,geleng2,geleng
