komentar_id,Username,T_komentar,link
7468574234659816199,asila843,tapi lu tetep komen KOCAK 🗿,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468910271106843400,ininah_deaa,kok sampe sini sil😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468911024000140039,asila843,anjayyyy ketemuuuu😭😭😭🗿🗿🗿🙏🙏,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468661900956975889,winda.srepet112,aku pun gtau,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468980515178611472,kepostalkingtrs0,iya lagi😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468933148916728584,ikhwanapriansyah,🗿,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468961165717816081,winda.srepet112,asek bro,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468665521567892242,af.nvyt4,mna iya lagi😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468579436893225736,keyllqwvz,ihhh kmu cantii loh kakkk😞,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468459950554514194,auteeyaf_,samaa kakkk!😭🫰🏻,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468462777222365968,winda.srepet112,ydh ayo jadian🫦😘,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468308861692347154,riska_337,tp kok lu kmn🗿,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469052288431735560,yxznazwa,bagi like nya dongg,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468234510233387793,nunsukayaping,fb kaka😍,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468309924888462100,aell_989,🙏🏻,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468028006843417351,ukyluc,ih yg aku pake kmrin,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468188255176721170,bttrflyrsx,bang😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468278664611185426,aasleelsaa,PARAH😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468248526797292304,ukyluc,eh,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468990313756541704,losextar,bang😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468548887760306951,oceanicrain,ini serem,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468532255490966290,jesicawiranaaaaaa,bangggg😭😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468531053449642760,.nnurraaini,anj...,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468511097399132935,uuuppss00,anjoyyy bangg😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468500552461976340,padindaaa,anj😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468360025418760977,rstynsrhmdni,anjj😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7476860205146440455,nightmareonelmstreet55,bang jangan gitu,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7474638392749703943,ariaasantiiiw,Busettttt 😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
